ensembl_gene_id	description
B0547.34	
M03D4.50	
Y105C5B.669	
F13G11.51	
Y10G11A.92	
Y57G11B.159	
Y105C5B.137	
F13G11.43	
Y4C6B.94	
Y73F8A.397	
Y116A8B.34	
ZK180.19	
AC7.31	
R13.7	
Y105C5B.107	
Y105C5B.295	
Y57G11C.528	
Y51H4A.795	
Y57G11C.567	
Y116A8C.342	
F36H12.37	
ZK354.14	
Y105C5A.780	
Y105C5A.661	
C52D10.56	
Y105C5B.773	
F13G11.126	
Y67A10A.41	
M03D4.16	
F56A11.12	
Y105C5A.369	
M199.10	
Y105C5A.974	
Y105C5B.784	
ZK550.9	
Y105C5A.590	
Y41E3.298	
Y105C5B.169	
Y67A10A.184	
Y105C5A.315	
Y51H4A.496	
K02B2.14	
F13B12.9	
Y105C5B.797	
Y116A8C.454	
Y105C5B.178	
E03H12.17	
T23G4.71	
Y105C5A.791	
Y43D4A.106	
Y57G11A.11	
H06H21.24	
C46G7.48	
Y57G11A.18	
C26C9.3	
C39H7.43	
H16O14.33	
Y7A9A.39	
Y57G11C.81	
Y7A9D.43	
Y10G11A.78	
C52D10.35	
Y57G11A.149	
Y116A8C.353	
Y105C5A.337	
Y73B6BL.248	
Y51H4A.653	
Y51H4A.743	
Y105C5B.686	
Y105C5A.633	
T27E7.70	
Y67A10A.314	
C10G6.18	
Y57G11B.70	
C01G5.22	
Y105C5A.1218	
C11D2.44	
Y40H7A.126	
AC7.60	
F17E9.17	
Y57G11C.936	
Y105C5B.190	
Y67A10A.68	
Y73F8A.968	
Y73F8A.155	
Y65A5A.25	
Y57G11C.212	
Y57G11A.67	
Y105C5A.1284	
C46G7.47	
Y105C5A.330	
T23G4.24	
C08F11.31	
H32C10.20	
C46G7.69	
C55C3.39	
Y43D4A.151	
Y105C5B.339	
F26D12.69	
H04M03.54	
C46G7.31	
Y37A1B.186	
Y73F8A.222	
Y51H4A.673	
Y73F8A.736	
C45G7.11	
Y73F8A.973	
H25K10.80	
C05B10.5	
Y57G11A.203	
Y105C5A.184	
Y51H4A.134	
Y65A5A.9	
C52D10.48	
Y105C5A.1193	
Y57G11C.437	
Y73F8A.1064	
K08B4.39	
F56F12.23	
Y105C5B.1113	
Y64G10A.211	
Y41E3.365	
ZK616.35	
LLC1.65	
Y51H4A.481	
Y105C5B.116	
Y73B6BL.63	
Y51H4A.378	
Y57G11C.779	
Y9C9A.22	
Y67A10A.150	
Y37A1B.184	
Y57G11C.575	
Y51H4A.237	
Y51H4A.96	
H08M01.31	
M03D4.41	
Y73F8A.280	
LLC1.81	
Y40C5A.9	
Y73F8A.941	
Y57G11C.512	
C35D6.32	
Y57G11C.551	
Y105C5A.362	
Y10G11A.41	
F13G11.98	
Y51H4A.784	
T08B6.36	
Y41E3.180	
Y37A1B.332	
Y41E3.152	
Y105C5B.1241	
F52B11.102	
Y41D4B.30	
Y40C5A.23	
Y105C5A.245	
Y57G11A.184	
Y105C5B.653	
Y7A9A.73	
Y57G11C.253	
Y105C5A.698	
ZK809.12	
Y116A8C.272	
Y4C6B.41	
Y57G11C.188	
C01B10.43	
Y51H4A.273	
ZK381.35	
Y73F8A.856	
C06A12.10	
Y73F8A.656	
C06E7.35	
Y67A10A.331	
Y116A8A.102	
F19B6.8	
Y51H4A.765	
T22D1.19	
Y105C5B.1201	
Y41E3.209	
Y73F8A.1115	
C06E7.72	
Y57G11C.353	
F55B11.46	
Y73F8A.182	
F42C5.14	
H32C10.29	
Y57G11B.62	
Y105C5B.1129	
Y41E3.309	
F52B11.29	
Y105C5A.78	
Y105C5A.321	
Y73F8A.68	
Y51H4A.632	
Y17G9A.26	
Y7A9D.9	
Y105C5A.1246	
Y67A10A.292	
Y45F10D.30	
H25K10.71	
Y37A1A.18	
W01B6.15	
C01G5.11	
Y57G11C.560	
Y57G11C.719	
Y64G10A.183	
Y51H4A.57	
Y73F8A.1013	
Y67A10A.142	
Y73F8A.988	
Y105C5B.787	
Y37A1B.163	
Y37A1A.128	
Y67A10A.164	
Y51H4A.62	
Y57G11C.151	
Y57G11C.537	
C02B10.28	
C08F11.38	
H16O14.56	
Y73F8A.142	
Y41E3.186	
Y105C5B.1102	
Y105C5B.496	
Y105C5B.994	
H08M01.40	
Y105C5B.329	
Y116A8C.207	
Y105C5A.226	
C17H12.25	
Y37A1B.63	
Y7A9A.60	
Y105C5B.600	
Y73F8A.408	
Y51H4A.820	
Y40H7A.178	
Y51H4A.843	
K02D7.7	
Y51H4A.414	
ZK550.16	
Y37A1B.142	
T01B11.8	
Y57G11C.1027	
R13A1.12	
Y57G11C.297	
Y51H4A.357	
C11D2.85	
Y57G11C.1109	
C06E7.10	
Y57G11C.610	
C11D2.73	
AC7.26	
K08B4.12	
Y45F10D.133	
R13H9.8	
Y57G11C.196	
Y10G11A.38	
C01G5.18	
Y51H4A.667	
Y105C5B.1208	
C27H2.80	
Y41E3.300	
Y41E3.411	
Y37A1C.2	
Y64G10A.98	
Y17G9A.16	
Y37A1B.256	
Y105C5B.818	
F28F9.5	
Y105C5B.1247	
Y105C5A.920	
F55B11.125	
C31H1.65	
C10G6.49	
Y105C5B.830	
H08M01.8	
Y105C5A.1014	
Y41E3.145	
Y67A10A.71	
Y73F8A.198	
F52D4.4	
Y116A8C.213	
Y41E3.147	
Y57G11C.173	
F26D12.41	
F13G11.63	
Y45F10B.61	
Y116A8A.146	
Y105C5A.652	
F55B11.56	
F55G11.11	
Y73B6BL.204	
Y41E3.222	
Y105C5A.1098	
Y40H7A.157	
T06A10.94	
M03D4.62	
C06E7.86	
C27H2.44	
C39H7.68	
C11D2.59	
C06A12.16	
Y73F8A.494	
Y73F8A.266	
Y73F8A.903	
Y51H4A.910	
Y64G10A.252	
C24D10.31	
C35D6.114	
Y7A9A.41	
C06A6.11	
Y67A10A.96	
Y73F8A.933	
Y51H4A.609	
Y10G11A.48	
C09B9.46	
Y67A10A.329	
F58F9.22	
Y4C6A.19	
Y73F8A.418	
Y116A8C.258	
Y57G11C.410	
Y57G11C.359	
Y57G11C.258	
Y67A10A.21	
Y57G11C.822	
H04M03.17	
Y105C5A.526	
Y43D4A.28	
B0273.44	
Y116A8A.95	
F26D12.21	
F36H12.59	
Y57G11C.1060	
Y40H7A.262	
Y51H4A.222	
Y73F8A.61	
Y57G11C.417	
B0513.76	
C39H7.38	
C55C3.67	
Y57G11B.16	
Y67A10A.103	
Y57G11C.1116	
W03F8.26	
Y57G11C.763	
Y45F10D.37	
Y105C5A.786	
LLC1.110	
Y105C5B.982	
Y57G11B.218	
Y51H4A.143	
Y67A10A.37	
Y67A10A.46	
Y41E3.34	
Y51H4A.629	
F02H6.27	
Y116A8C.228	
Y45F10D.18	
Y73F8A.323	
B0478.14	
F36H12.36	
LLC1.80	
Y51H4A.637	
T23G4.39	
Y7A9D.27	
Y37A1B.112	
B0273.29	
F13G11.17	
Y105C5B.613	
Y7A9A.67	
Y73F8A.827	
Y51H4A.290	
Y57G11B.69	
Y4C6A.55	
Y73F8A.189	
K07H8.15	
Y51H4A.850	
C43G2.13	
Y105C5A.572	
Y73F8A.506	
C46G7.73	
Y73B6BL.58	
B0350.72	
Y73F8A.55	
Y41E3.167	
Y17G9A.36	
H12I19.34	
Y105C5B.858	
Y57G11C.441	
Y105C5B.408	
Y4C6B.68	
Y37A1B.335	
Y67A10A.138	
Y73F8A.147	
Y105C5B.1051	
C06E7.19	
H25K10.134	
Y7A9D.14	
Y105C5B.799	
F38C2.55	
Y105C5B.1171	
Y57G11C.428	
C02B10.59	
Y105C5B.1316	
Y51H4A.513	
Y57G11C.755	
Y57G11A.150	
F55B11.36	
Y105C5A.659	
Y105C5A.258	
Y67A10A.267	
Y73F8A.872	
Y41E3.52	
Y105C5B.464	
Y73F8A.929	
Y73F8A.1119	
Y105C5A.61	
T27E7.20	
F35G2.8	
Y43D4A.53	
Y105C5A.602	
F29B9.14	
Y43D4A.84	
Y105C5A.119	
Y57G11C.585	
T27E7.49	
F13G11.105	
C01B10.13	
Y41E3.106	
Y105C5B.110	
F13G11.138	
Y67A10A.104	
Y116A8B.48	
Y43D4A.20	
Y73F8A.686	
B0273.111	
C10G6.40	
Y41E3.93	
Y37E11B.11	
Y41E3.330	
Y51H4A.372	
T19E7.19	
Y105C5A.872	
Y105C5A.1122	
C08G9.7	
H12I19.59	
ZK550.38	
Y105C5B.323	
Y73F8A.511	
C09B9.75	
Y4C6A.25	
F26D12.72	
C47A4.78	
ZK596.4	
C02B10.65	
Y43D4A.129	
Y51H4A.602	
H16O14.63	
Y51H4A.917	
C02B10.69	
Y105C5B.1192	
F35D6.17	
Y40H7A.276	
Y57G11C.1095	
H32C10.60	
F26D12.74	
F36H12.26	
Y105C5B.1213	
Y7A9A.51	
T06A10.24	
F41H10.14	
Y105C5B.384	
ZK616.64	
Y105C5B.1342	
Y105C5A.434	
Y105C5A.994	
C46G7.23	
Y116A8C.267	
Y51H4A.83	
Y57G11C.1007	
C52D10.32	
Y105C5B.616	
Y73F8A.754	
Y73B6BL.175	
Y51H4A.578	
Y45F10D.105	
Y40H7A.286	
Y57G11C.75	
R05A10.45	
Y105C5B.447	
Y37A1B.323	
C24D10.23	
Y40H7A.53	
T28H11.23	
Y116A8C.195	
AC7.43	
VY10G11R.52	
Y40H7A.24	
Y42H9B.4	
Y116A8C.372	
K04D7.14	
C07G1.10	
B0513.38	
Y105C5A.606	
T23F6.8	
Y37A1B.126	
Y105C5A.203	
Y73F8A.401	
Y105C5A.673	
F44E8.28	
Y57G11C.890	
F33D4.11	
Y37A1A.133	
F13G11.111	
Y40H7A.196	
Y73F8A.726	
Y51H4A.169	
Y105C5B.633	
Y51H4A.789	
Y57G11B.33	
Y73F8A.143	
Y105C5B.1237	
Y105C5A.1135	
Y105C5B.69	
Y105C5B.72	
Y57G11C.627	
Y116A8C.127	
Y116A8C.78	
C02B10.18	
Y64G10A.24	
Y105C5A.724	
Y105C5B.1361	
F38C2.34	
Y51H4A.361	
Y43D4A.49	
Y41E3.372	
Y17G9A.55	
Y73B6BL.98	
Y105C5A.787	
Y51H4A.472	
Y41E3.318	
Y73F8A.253	
Y4C6A.31	
Y73B6BL.96	
C31H1.56	
Y57G11C.547	
Y37A1B.278	
Y57G11C.146	
F26D12.11	
C31H1.86	
Y51H4A.409	
Y40H7A.291	
Y57G11C.498	
Y9C9A.38	
Y67A10A.78	
C35D6.25	
C10G6.21	
C48A7.12	
H12I19.52	
Y57G11C.687	
W03F8.63	
Y7A9B.8	
Y51H4A.624	
Y73F8A.864	
Y73B6BL.256	
H08M21.9	
Y105C5A.346	
Y105C5B.1414	
Y105C5B.468	
Y4C6B.15	
Y67A10A.291	
C18F3.7	
Y57G11A.60	
Y57G11C.1001	
Y37A1B.244	
F02H6.31	
Y51H4A.423	
Y105C5B.263	
T13A10.49	
Y116A8B.87	
H25K10.23	
Y105C5B.181	
F11E6.19	
Y43D4A.101	
Y57G11C.641	
Y51H4A.923	
C50A2.6	
T27E7.41	
F55B11.113	
Y51H4A.329	
C17H12.17	
Y40H7A.115	
Y105C5A.747	
Y4C6A.67	
Y51H4A.701	
Y105C5B.1065	
F58F6.10	
F52D4.26	
Y73F8A.621	
ZK1251.12	
H32C10.65	
Y73F8A.480	
Y57G11C.853	
Y37A1B.91	
Y116A8C.66	
Y41E3.355	
Y73F8A.205	
Y59E9AL.33	
H04M03.26	
Y73F8A.1093	
Y40H7A.224	
C46A5.12	
LLC1.97	
Y73B6BL.123	
Y105C5B.1085	
F28D1.18	
C46G7.87	
F13G11.85	
Y57G11A.16	
Y105C5A.152	
Y57G11C.798	
VY10G11R.68	
W09C2.5	
Y105C5A.561	
Y105C5A.1005	
Y51H4A.204	
Y116A8B.65	
F52B11.96	
F28D1.21	
C06E7.41	
Y64G10A.279	
Y105C5A.1075	
Y67A10A.123	
Y105C5B.67	
C45E5.18	
C35D6.20	
F13G11.32	
Y4C6A.56	
F02H6.45	
Y105C5A.1278	
Y57G11C.501	
Y116A8A.125	
Y67A10A.254	
H04M03.45	
R05A10.62	
Y43D4A.32	
F41H10.33	
Y105C5A.840	
Y57G11A.57	
T22B11.9	
Y105C5A.32	
Y17G9A.88	
B0273.9	
Y67A10A.260	
Y41E3.382	
Y105C5A.896	
C55C3.63	
Y51H4A.305	
Y73F8A.1150	
T13F2.13	
Y116A8B.80	
T27E7.63	
W08D2.13	
Y57G11C.949	
F28F9.16	
Y67D8C.19	
Y73F8A.648	
Y105C5B.401	
Y105C5B.1295	
Y105C5B.840	
R05A10.43	
H08M01.116	
F13G11.93	
C39H7.22	
Y116A8C.311	
C08F11.107	
C02B10.43	
Y105C5B.1381	
Y73B6BL.245	
Y64G10A.272	
Y105C5B.486	
E03H12.26	
Y105C5A.420	
C55C3.9	
Y105C5A.927	
T23G4.86	
K08B4.9	
ZK616.58	
Y40H7A.103	
Y105C5A.1173	
Y51H4A.731	
Y57G11A.47	
Y40H7A.44	
Y67A10A.131	
Y40H7A.187	
W07G9.3	
Y51H4A.581	
Y64G10A.245	
Y116A8C.301	
Y105C5B.189	
Y64G10A.317	
F13G11.10	
F26D12.13	
Y116A8C.373	
Y116A8C.141	
ZC477.17	
Y57G11C.713	
Y57G11C.1067	
Y51H4A.658	
Y37A1A.110	
C06E7.23	
Y57G11C.805	
Y51H4A.541	
Y67A10A.273	
F44E8.18	
Y116A8B.67	
Y73F8A.159	
K01A6.21	
F38H4.11	
F55B11.75	
Y51H4A.693	
H34C03.4	
Y57G11C.1110	
Y105C5B.371	
C06E7.48	
T23G4.74	
Y105C5B.268	
Y73F8A.375	
C48A7.9	
Y57G11A.195	
F23B2.16	
Y51H4A.615	
ZC477.13	
Y37A1B.27	
Y45F10D.82	
R05A10.98	
Y105C5A.45	
Y41E3.236	
Y4C6B.13	
F23B2.23	
H04M03.65	
Y73F8A.1039	
Y57G11A.28	
Y105C5B.754	
Y7A9D.57	
Y57G11B.93	
Y64G10A.142	
B0001.11	
Y73F8A.981	
F26D10.21	
Y105C5B.620	
Y9C9A.92	
R11E3.9	
Y105C5A.1151	
Y40H7A.241	
Y37A1B.196	
Y57G11C.600	
Y105C5A.1114	
Y57G11B.145	
T06A10.16	
H12I19.112	
F40F11.5	
Y51H4A.536	
M03D4.20	
K08B4.32	
Y51H4A.467	
Y57G11B.10	
Y73F8A.544	
Y105C5A.1131	
C09B9.57	
T08B6.31	
Y105C5B.437	
F26D12.89	
H08M01.64	
Y105C5B.721	
Y73B6BL.80	
Y57G11B.87	
LLC1.17	
F26D12.64	
VY10G11R.46	
C45E5.35	
F38C2.60	
Y116A8C.138	
Y105C5B.943	
Y105C5A.1254	
F56F12.19	
Y51H4A.576	
Y57G11C.254	
F02H6.15	
Y116A8C.113	
Y4C6A.17	
F56F12.11	
Y105C5A.624	
R05A10.64	
C11D2.82	
F55B11.16	
Y40H7A.257	
Y73F8A.1140	
Y37A1B.202	
Y73F8A.246	
Y105C5A.771	
Y37A1B.307	
Y73F8A.1010	
H16O14.74	
Y57G11C.613	
Y57G11C.960	
Y73F8A.117	
T06A10.37	
Y37A1A.7	
Y73F8A.628	
Y64G10A.139	
Y73F8A.162	
Y37A1A.65	
Y41E3.173	
R05A10.12	
C47A4.9	
C02B10.29	
Y73B6BL.125	
Y51H4A.374	
C47A4.11	
M199.20	
H25K10.43	
Y105C5B.1018	
F55B11.67	
Y57G11C.1017	
T19E7.8	
Y105C5A.1104	
Y64G10A.34	
Y67A10A.55	
Y73F8A.163	
H25K10.15	
Y40H7A.34	
LLC1.23	
ZC416.9	
H25K10.76	
Y64G10A.297	
C31H1.70	
C02B10.30	
Y105C5A.480	
Y43D4A.40	
Y105C5B.792	
ZK617.9	
Y57G11C.892	
Y41E3.389	
T19E7.13	
F42C5.11	
M04B2.11	
Y67A10A.18	
Y51H4A.285	
Y73F8A.1030	
Y64G10A.178	
Y57G11A.225	
Y45F10D.63	
Y64G10A.242	
Y51H4A.769	
M199.127	
Y57G11A.173	
Y67A10A.66	
C06E7.75	
T12A7.12	
Y51H4A.202	
Y51H4A.804	
T06A10.19	
H35B03.6	
Y57G11B.172	
Y73F8A.515	
Y45F10C.9	
Y73F8A.920	
Y116A8C.86	
Y105C5B.579	
Y73F8A.479	
Y116A8C.132	
Y105C5B.35	
C08F11.84	
H32C10.32	
M199.119	
M199.27	
C44B12.12	
C08F11.40	
C47A4.129	
Y51H4A.855	
Y45F10D.68	
Y73B6BL.225	
Y116A8C.448	
F55B11.9	
H04M03.23	
Y105C5B.752	
Y105C5B.996	
C35D6.99	
Y37A1A.80	
C11D2.27	
Y67A10A.206	
T23G4.63	
Y40H7A.122	
Y7A9A.24	
Y67A10A.307	
Y105C5A.610	
Y43D4A.135	
Y105C5A.249	
Y105C5B.90	
Y55F3C.14	
Y116A8A.37	
C47A4.42	
H25K10.35	
M70.7	
C11D2.47	
Y73B6BL.171	
Y37A1B.149	
Y64G10A.19	
Y73F8A.318	
C35D6.70	
Y51H4A.583	
Y73F8A.571	
Y57G11B.208	
Y45F10D.49	
F08G5.18	
Y37A1A.116	
Y73B6BL.74	
Y67A10A.219	
Y116A8A.74	
K09B11.18	
Y73F8A.885	
F02H6.29	
C55C3.24	
F55B11.58	
H08M01.12	
R05A10.26	
Y105C5B.412	
Y51H4A.198	
F13G11.115	
Y105C5B.537	
Y51H4A.238	
Y57G11C.209	
C06E7.44	
Y67A10A.341	
H04M03.67	
ZK550.33	
B0273.89	
Y73F8A.579	
Y73F8A.420	
Y105C5A.125	
Y73B6BL.178	
Y37A1A.101	
Y51H4A.47	
C27H2.21	
Y73F8A.897	
Y73F8A.777	
Y105C5B.60	
Y51H4A.152	
Y41E3.78	
Y37A1B.68	
Y116A8C.80	
Y51H4A.398	
Y105C5A.127	
C43G2.11	
Y40H7A.165	
C27H2.40	
Y105C5B.432	
Y105C5B.630	
Y73F8A.770	
Y77E11A.17	
H25K10.20	
F45E4.18	
F52G2.5	
Y41E3.431	
H32C10.78	
Y41E3.225	
H06H21.31	
Y105C5B.244	
F26D12.50	
C52D10.111	
Y51H4A.53	
Y116A8B.7	
F29C4.11	
C55C3.59	
C52D10.14	
Y4C6B.86	
Y105C5A.182	
Y105C5B.425	
Y57G11C.1085	
F36H12.42	
F52G2.7	
Y105C5A.120	
C52D10.45	
Y37A1B.137	
Y67A10A.264	
Y105C5B.286	
C02B10.40	
C10G6.9	
B0273.94	
F45E4.15	
Y51H4A.529	
Y64G10A.284	
Y105C5B.637	
Y41E3.334	
Y57G11C.773	
Y57G11C.746	
Y64G10A.290	
Y57G11C.518	
Y105C5B.209	
Y105C5A.496	
Y41E3.379	
Y4C6B.74	
Y45F10D.42	
Y51H4A.321	
Y41E3.220	
C02B10.47	
Y116A8A.42	
C08F11.103	
Y105C5A.190	
H12I19.72	
Y43D4A.37	
Y105C5B.1035	
Y105C5A.1212	
Y51H4A.101	
Y40H7A.269	
T19E7.10	
Y43D4A.12	
Y73F8A.961	
Y51H4A.934	
Y105C5B.601	
Y73F8A.1022	
H16O14.45	
B0513.74	
C35D6.47	
Y57G11A.95	
H25K10.27	
Y67A10A.282	
Y57G11A.209	
B0350.75	
Y105C5B.679	
Y105C5B.1061	
Y105C5B.619	
Y105C5B.274	
Y7A9A.3	
C46G7.105	
Y73F8A.299	
Y116A8C.462	
Y105C5A.146	
C09B9.15	
Y105C5A.819	
Y64G10A.266	
B0273.60	
Y73F8A.307	
H12I19.21	
Y105C5A.1073	
ZK616.25	
Y57G11C.1094	
Y37A1A.34	
Y4C6B.43	
Y105C5B.1352	
F38C2.26	
Y105C5A.282	
Y73F8A.608	
Y40H7A.134	
C46G7.77	
Y41E3.352	
ZK381.9	
T23E1.7	
Y57G11C.368	
Y73F8A.476	
Y57G11C.108	
Y73B6BR.20	
Y9C9A.64	
C55C3.29	
F26D12.23	
F42G8.15	
Y54G2A.64	
F25H8.8	
Y37A1B.209	
Y67A10A.39	
C31H1.34	
Y57G11C.602	
Y51H4A.313	
Y105C5B.561	
Y57G11B.153	
T13A10.35	
B0350.70	
B0547.6	
C26C9.13	
F55B11.108	
Y116A8A.117	
Y105C5A.53	
B0513.27	
Y73F8A.1168	
C47A4.32	
Y73F8A.1147	
Y105C5A.990	
B0273.76	
F35D6.9	
Y17G9A.62	
Y73F8A.663	
Y116A8C.153	
Y37A1A.92	
F13G11.28	
Y4C6B.62	
Y73B6BL.190	
F38A5.21	
Y105C5A.1154	
Y67A10A.221	
Y57G11B.202	
B0273.41	
Y105C5B.939	
T23G4.124	
Y51H4A.928	
Y105C5A.843	
Y105C5A.834	
Y45F10D.94	
T13A10.21	
Y57G11C.737	
C31H1.13	
Y105C5A.1167	
Y57G11C.165	
Y105C5B.1178	
Y105C5A.136	
F26D12.38	
F44E8.41	
C31H1.30	
C08F11.74	
Y57G11A.217	
Y105C5B.320	
Y37A1B.203	
F52B11.34	
Y64G10A.249	
B0273.67	
T07G12.16	
Y37A1B.55	
Y57G11A.192	
C09B9.24	
C54E4.10	
H25K10.126	
Y67A10A.135	
Y57G11C.967	
Y57G11C.1034	
Y73F8A.1157	
Y10G11A.18	
H04M03.41	
H08M01.24	
F13B12.10	
Y105C5B.1305	
Y105C5B.554	
Y54G2A.55	
Y73F8A.781	
Y116A8A.49	
Y64G10A.254	
Y67A10B.2	
Y7A9B.5	
Y10G11A.61	
F02H6.61	
Y105C5B.545	
C46G7.50	
Y37A1B.94	
Y116A8C.91	
H08M01.83	
T13A10.26	
C17H12.34	
T23G4.46	
Y45F10D.57	
Y105C5B.1260	
T23G4.100	
F38C2.69	
ZK381.21	
Y73F8A.350	
Y73F8A.108	
4R79.4	
H08M01.109	
Y37A1B.19	
Y105C5B.919	
T06A10.32	
Y105C5B.231	
Y43D4A.123	
Y73F8A.93	
Y51H4A.681	
B0513.63	
T05A1.9	
Y51H4A.511	
Y51H4A.455	
Y45F10B.38	
H08M01.45	
T13A10.28	
Y116A8C.299	
Y57G11C.869	
Y51H4A.299	
Y41E3.50	
Y73F8A.469	
Y116A8A.31	
Y105C5B.1299	
Y45F10B.56	
Y105C5A.463	
H08M01.59	
Y57G11C.885	
F55B11.111	
Y116A8C.60	
F38E11.16	
Y105C5B.1139	
Y73F8A.677	
Y105C5A.905	
Y57G11C.314	
Y105C5A.462	
Y51H4A.921	
Y57G11C.232	
Y105C5B.202	
Y105C5B.962	
AC7.19	
Y67A10A.212	
C11D2.32	
Y105C5A.301	
C29F4.5	
T08B6.43	
Y57G11C.535	
Y41E3.133	
ZK550.22	
Y105C5A.1043	
Y57G11B.80	
LLC1.10	
Y105C5A.112	
F52B11.32	
Y38F2AR.19	
Y41D4B.25	
K01G12.15	
Y57G11B.174	
Y45F10B.40	
K01G12.21	
C09B9.42	
C49A9.32	
C47A4.138	
Y57G11C.530	
Y40H7A.143	
T27E7.27	
R05A10.32	
F20B10.6	
T05A12.6	
H25K10.102	
Y105C5A.868	
Y73F8A.594	
Y51H4A.438	
Y57G11C.274	
Y73B6BL.68	
Y51H4A.483	
Y105C5B.366	
Y105C5A.509	
B0035.19	
Y57G11C.1122	
Y51H4A.181	
Y105C5A.68	
Y9C9A.85	
Y116A8C.122	
Y105C5B.1327	
Y73F8A.1131	
Y64G10A.338	
R11E3.18	
Y116A8C.328	
Y43D4A.68	
Y51H4A.112	
ZK381.46	
H08M01.94	
C35D6.101	
B0350.28	
Y57G11A.199	
Y57G11C.944	
Y45F10C.12	
F02H6.56	
M199.60	
H12I19.28	
T06A10.102	
Y17G9A.61	
C47A4.24	
T12E12.16	
T08B6.34	
T28H11.20	
C46G7.83	
Y105C5A.964	
Y105C5A.90	
Y57G11C.609	
Y57G11C.361	
C50F7.11	
Y64G10A.349	
T06A10.58	
Y41E3.123	
Y73F8A.795	
H08M01.9	
ZK550.29	
Y105C5B.972	
Y41E3.443	
C27H2.101	
Y116A8C.265	
Y57G11A.168	
Y40H7A.207	
Y51H4A.277	
Y73B6BL.52	
H08M01.52	
Y7A9D.52	
F55B11.26	
C06G3.15	
Y105C5B.1290	
C24D10.14	
Y105C5A.916	
C06E7.27	
Y45F10D.128	
Y37A1B.286	
Y116A8A.75	
M199.31	
C47A4.119	
B0478.23	
Y57G11B.25	
F23B2.25	
Y105C5B.511	
Y73B6BL.134	
Y105C5B.868	
Y40H7A.274	
Y105C5B.381	
F41H10.28	
Y73F8A.958	
B0513.84	
F58G6.11	
F55B11.51	
Y105C5B.1329	
AC7.45	
Y37A1A.13	
Y73B6BL.189	
Y67A10A.181	
Y64G10A.342	
Y67A10A.196	
H08M01.18	
Y57G11C.117	
Y51H4A.863	
F18F11.6	
K08C7.8	
Y45F10B.47	
C01F6.10	
F13G11.121	
Y51H4A.508	
W03F8.46	
B0273.70	
Y105C5A.261	
Y51H4A.905	
Y57G11C.336	
F38A5.17	
C08F8.13	
Y57G11A.34	
C27H2.32	
Y105C5A.1027	
Y73F8A.623	
Y105C5B.132	
Y7A9A.27	
Y45F10B.41	
C06E7.63	
K08B4.43	
Y51H4A.124	
ZK550.14	
Y73F8A.563	
Y105C5B.621	
Y57G11C.934	
D1046.13	
Y73B6BL.109	
F55B11.93	
Y105C5B.1105	
Y37A1A.83	
F26D12.62	
C01B10.24	
Y45F10D.84	
C27H2.8	
Y105C5A.289	
H32C10.42	
Y105C5B.524	
Y73F8A.177	
K02B2.29	
Y73F8A.533	
Y51H4A.136	
F41H10.37	
Y17G9A.45	
C55C3.71	
Y41E3.100	
Y9C9A.74	
T07A9.16	
Y105C5B.568	
Y57G11C.1072	
Y51H4A.557	
Y105C5B.594	
Y43D4A.95	
Y57G11C.661	
H08M01.79	
Y37A1B.318	
F02H6.8	
Y73F8A.116	
D1046.14	
Y51H4A.818	
Y105C5A.35	
Y51H4A.567	
Y105C5A.221	
H35B03.7	
Y45F10B.22	
Y37A1B.188	
C49A9.17	
T22D1.15	
Y64G10A.333	
T06A10.86	
F55B11.71	
Y37A1B.214	
Y116A8C.361	
C55C3.16	
C11D2.54	
Y105C5B.160	
Y57G11C.321	
C49C3.17	
C06E7.55	
Y105C5B.105	
C47A4.67	
T06A10.46	
Y116A8A.84	
Y51H4A.462	
Y41E3.234	
C08F11.91	
Y73F8A.176	
Y105C5B.1045	
Y105C5B.1073	
C27H2.31	
Y105C5B.1400	
Y40H7A.105	
H25K10.87	
C52D10.106	
C11D2.96	
Y105C5A.835	
Y105C5A.583	
B0496.17	
Y105C5B.834	
Y57G11C.671	
Y73B6BL.255	
Y43D4A.67	
Y116A8C.419	
C31H1.90	
B0350.24	
Y51H4A.777	
Y105C5B.223	
Y73B6BL.61	
Y105C5A.767	
C02B10.8	
Y73F8A.829	
Y105C5B.906	
C46G7.27	
Y37A1A.99	
Y64G10A.163	
Y7A9A.11	
C46G7.18	
C47A4.99	
B0273.58	
H16O14.21	
C39H7.62	
Y105C5A.959	
Y105C5A.970	
Y55F3AR.4	
Y73B6BL.262	
Y64G10A.130	
Y105C5B.1256	
Y9C9A.35	
F02H6.20	
Y105C5B.494	
Y105C5B.557	
Y105C5B.1155	
Y57G11A.80	
Y51H4A.720	
Y105C5A.443	
Y37A1B.42	
Y40H7A.298	
Y57G11C.341	
Y73F8A.722	
Y105C5A.488	
Y116A8A.20	
C06E7.74	
H04M03.30	
C35D6.40	
Y57G11C.225	
F42A9.10	
C48A7.4	
Y51H4A.772	
H10D12.6	
Y105C5A.370	
Y73F8A.321	
Y57G11C.430	
F13G11.124	
M03D4.24	
Y4C6A.34	
T23G4.89	
F56F12.8	
Y41E3.249	
F35G2.14	
C27H2.59	
Y73F8A.367	
Y51H4A.797	
C35D6.57	
Y41E3.191	
Y105C5B.291	
W03D2.12	
Y73F8A.794	
Y41E3.325	
Y73F8A.1076	
Y73F8A.995	
C52D10.127	
Y57G11C.647	
Y57G11B.77	
C46G7.11	
W01B6.13	
