ensembl_gene_id	description
ENSMUSG00000040770	interleukin 25 [Source:MGI Symbol;Acc:MGI:2155888]
ENSMUSG00000092247	predicted gene 20426 [Source:MGI Symbol;Acc:MGI:5141891]
ENSMUSG00000086697	RIKEN cDNA 4933427G23 gene [Source:MGI Symbol;Acc:MGI:3036235]
ENSMUSG00000024130	ATP-binding cassette, sub-family A (ABC1), member 3 [Source:MGI Symbol;Acc:MGI:1351617]
ENSMUSG00000097622	
ENSMUSG00000092225	predicted gene 2381 [Source:MGI Symbol;Acc:MGI:3780549]
ENSMUSG00000026077	neuronal PAS domain protein 2 [Source:MGI Symbol;Acc:MGI:109232]
ENSMUSG00000090118	predicted gene 16163 [Source:MGI Symbol;Acc:MGI:3833836]
ENSMUSG00000071068	triggering receptor expressed on myeloid cells-like 2 [Source:MGI Symbol;Acc:MGI:2147038]
ENSMUSG00000020300	cytoplasmic polyadenylation element binding protein 4 [Source:MGI Symbol;Acc:MGI:1914829]
ENSMUSG00000035057	RIKEN cDNA 4933434I20 gene [Source:MGI Symbol;Acc:MGI:1914805]
ENSMUSG00000097966	
ENSMUSG00000096438	predicted gene, 20899 [Source:MGI Symbol;Acc:MGI:5434255]
ENSMUSG00000086694	predicted gene 16237 [Source:MGI Symbol;Acc:MGI:3802105]
ENSMUSG00000027861	calsequestrin 2 [Source:MGI Symbol;Acc:MGI:1309469]
ENSMUSG00000019932	keratocan [Source:MGI Symbol;Acc:MGI:1202398]
ENSMUSG00000098194	
ENSMUSG00000040759	CKLF-like MARVEL transmembrane domain containing 5 [Source:MGI Symbol;Acc:MGI:2447164]
ENSMUSG00000089810	predicted gene 16536 [Source:MGI Symbol;Acc:MGI:4414956]
ENSMUSG00000095013	predicted gene, 21920 [Source:MGI Symbol;Acc:MGI:5434084]
ENSMUSG00000081071	predicted pseudogene 9836 [Source:MGI Symbol;Acc:MGI:3642194]
ENSMUSG00000097326	
ENSMUSG00000094019	predicted gene, 21889 [Source:MGI Symbol;Acc:MGI:5434053]
ENSMUSG00000090751	vomeronasal 2, receptor 63 [Source:MGI Symbol;Acc:MGI:3647107]
ENSMUSG00000079797	predicted gene, 21784 [Source:MGI Symbol;Acc:MGI:5433948]
ENSMUSG00000086729	predicted gene 15589 [Source:MGI Symbol;Acc:MGI:3783037]
ENSMUSG00000094070	predicted gene, 21728 [Source:MGI Symbol;Acc:MGI:5433892]
ENSMUSG00000097059	
ENSMUSG00000031781	cytokine induced apoptosis inhibitor 1 [Source:MGI Symbol;Acc:MGI:1922083]
ENSMUSG00000051003	olfactory receptor 161 [Source:MGI Symbol;Acc:MGI:3032605]
ENSMUSG00000029330	CDP-diacylglycerol synthase 1 [Source:MGI Symbol;Acc:MGI:1921846]
ENSMUSG00000020652	centromere protein O [Source:MGI Symbol;Acc:MGI:1923800]
ENSMUSG00000045318	adrenergic receptor, alpha 2c [Source:MGI Symbol;Acc:MGI:87936]
ENSMUSG00000086769	predicted gene 15587 [Source:MGI Symbol;Acc:MGI:3783035]
ENSMUSG00000074373	predicted gene 10680 [Source:MGI Symbol;Acc:MGI:3704335]
ENSMUSG00000080806	predicted gene 13005 [Source:MGI Symbol;Acc:MGI:3650102]
ENSMUSG00000097495	
ENSMUSG00000027076	translocase of inner mitochondrial membrane 10 [Source:MGI Symbol;Acc:MGI:1353429]
ENSMUSG00000003283	hemopoietic cell kinase [Source:MGI Symbol;Acc:MGI:96052]
ENSMUSG00000009214	transmembrane protein 8C [Source:MGI Symbol;Acc:MGI:1913389]
ENSMUSG00000097361	
ENSMUSG00000067438	H6 homeobox 1 [Source:MGI Symbol;Acc:MGI:107178]
ENSMUSG00000035818	pleckstrin homology domain containing, family S member 1 [Source:MGI Symbol;Acc:MGI:2443041]
ENSMUSG00000029775	kelch domain containing 10 [Source:MGI Symbol;Acc:MGI:1924038]
ENSMUSG00000019936	epiphycan [Source:MGI Symbol;Acc:MGI:107942]
ENSMUSG00000038165	RIKEN cDNA 1700022A21 gene [Source:MGI Symbol;Acc:MGI:1919502]
ENSMUSG00000005362	cereblon [Source:MGI Symbol;Acc:MGI:1913277]
ENSMUSG00000097717	
ENSMUSG00000028453	Fanconi anemia, complementation group G [Source:MGI Symbol;Acc:MGI:1926471]
ENSMUSG00000022534	Mediterranean fever [Source:MGI Symbol;Acc:MGI:1859396]
ENSMUSG00000087314	predicted gene 15552 [Source:MGI Symbol;Acc:MGI:3783001]
ENSMUSG00000043740	RIKEN cDNA B430306N03 gene [Source:MGI Symbol;Acc:MGI:2443478]
ENSMUSG00000001034	mitogen-activated protein kinase 7 [Source:MGI Symbol;Acc:MGI:1346347]
ENSMUSG00000097399	
ENSMUSG00000031970	dysbindin (dystrobrevin binding protein 1) domain containing 1 [Source:MGI Symbol;Acc:MGI:1919435]
ENSMUSG00000091528	predicted gene 9268 [Source:MGI Symbol;Acc:MGI:3646456]
ENSMUSG00000086446	RIKEN cDNA 4933426D04 gene [Source:MGI Symbol;Acc:MGI:1918411]
ENSMUSG00000030091	nucleoporin 210 [Source:MGI Symbol;Acc:MGI:1859555]
ENSMUSG00000033788	dysferlin [Source:MGI Symbol;Acc:MGI:1349385]
ENSMUSG00000010505	myelin transcription factor 1 [Source:MGI Symbol;Acc:MGI:1100535]
ENSMUSG00000090258	churchill domain containing 1 [Source:MGI Symbol;Acc:MGI:1923684]
ENSMUSG00000082149	predicted gene 13002 [Source:MGI Symbol;Acc:MGI:3650101]
ENSMUSG00000086118	predicted gene 14169 [Source:MGI Symbol;Acc:MGI:3651156]
ENSMUSG00000085175	predicted gene 11423 [Source:MGI Symbol;Acc:MGI:3651335]
ENSMUSG00000042763	mannosidase, endo-alpha-like [Source:MGI Symbol;Acc:MGI:2684896]
ENSMUSG00000097502	
ENSMUSG00000036596	carboxypeptidase Z [Source:MGI Symbol;Acc:MGI:88487]
ENSMUSG00000087508	predicted gene 14174 [Source:MGI Symbol;Acc:MGI:3650931]
ENSMUSG00000082919	predicted gene 12641 [Source:MGI Symbol;Acc:MGI:3649567]
ENSMUSG00000083498	predicted gene 14172 [Source:MGI Symbol;Acc:MGI:3650935]
ENSMUSG00000082325	predicted gene 12642 [Source:MGI Symbol;Acc:MGI:3649275]
ENSMUSG00000043833	RIKEN cDNA 2900005J15 gene [Source:MGI Symbol;Acc:MGI:1914511]
ENSMUSG00000097242	
ENSMUSG00000086638	RIKEN cDNA 4930405A21 gene [Source:MGI Symbol;Acc:MGI:1922096]
ENSMUSG00000084833	predicted gene 12649 [Source:MGI Symbol;Acc:MGI:3649947]
ENSMUSG00000083607	predicted gene 12640 [Source:MGI Symbol;Acc:MGI:3649267]
ENSMUSG00000085824	RIKEN cDNA 2410114N07 gene [Source:MGI Symbol;Acc:MGI:1920946]
ENSMUSG00000073797	predicted gene 12650 [Source:MGI Symbol;Acc:MGI:3649946]
ENSMUSG00000071952	predicted gene 10351 [Source:MGI Symbol;Acc:MGI:3642306]
ENSMUSG00000096837	predicted gene 12651 [Source:MGI Symbol;Acc:MGI:3649945]
ENSMUSG00000097101	
ENSMUSG00000075304	trans-acting transcription factor 5 [Source:MGI Symbol;Acc:MGI:1927715]
ENSMUSG00000081685	predicted gene 12647 [Source:MGI Symbol;Acc:MGI:3649949]
ENSMUSG00000085931	predicted gene 12648 [Source:MGI Symbol;Acc:MGI:3649948]
ENSMUSG00000026958	dipeptidylpeptidase 7 [Source:MGI Symbol;Acc:MGI:1933213]
ENSMUSG00000092344	heat shock protein 1 (chaperonin 10), pseudogene 3 [Source:MGI Symbol;Acc:MGI:1935163]
ENSMUSG00000064194	zinc finger protein 936 [Source:MGI Symbol;Acc:MGI:3642994]
ENSMUSG00000092181	predicted gene 20432 [Source:MGI Symbol;Acc:MGI:5141897]
ENSMUSG00000072324	predicted gene 8420 [Source:MGI Symbol;Acc:MGI:3645594]
ENSMUSG00000083956	predicted gene 12361 [Source:MGI Symbol;Acc:MGI:3652291]
ENSMUSG00000074887	expressed sequence EU599041 [Source:MGI Symbol;Acc:MGI:3796554]
ENSMUSG00000082196	predicted gene 14231 [Source:MGI Symbol;Acc:MGI:3652156]
ENSMUSG00000082709	predicted gene 12362 [Source:MGI Symbol;Acc:MGI:3652292]
ENSMUSG00000097562	
ENSMUSG00000081508	predicted gene 12654 [Source:MGI Symbol;Acc:MGI:3651710]
ENSMUSG00000027968	La ribonucleoprotein domain family, member 7 [Source:MGI Symbol;Acc:MGI:107634]
ENSMUSG00000026443	leucine rich repeat protein 2, neuronal [Source:MGI Symbol;Acc:MGI:106037]
ENSMUSG00000040752	myosin, heavy polypeptide 6, cardiac muscle, alpha [Source:MGI Symbol;Acc:MGI:97255]
ENSMUSG00000027399	interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]
ENSMUSG00000097066	
ENSMUSG00000086058	predicted gene 12575 [Source:MGI Symbol;Acc:MGI:3705119]
ENSMUSG00000082433	predicted gene 9025 [Source:MGI Symbol;Acc:MGI:3646679]
ENSMUSG00000074419	predicted gene 15448 [Source:MGI Symbol;Acc:MGI:3705216]
ENSMUSG00000098012	
ENSMUSG00000086402	predicted gene 15322 [Source:MGI Symbol;Acc:MGI:3705208]
ENSMUSG00000097118	
ENSMUSG00000003824	synaptonemal complex central element protein 2 [Source:MGI Symbol;Acc:MGI:1919096]
ENSMUSG00000034911	Usher syndrome 1C binding protein 1 [Source:MGI Symbol;Acc:MGI:1922920]
ENSMUSG00000074354	RIKEN cDNA 9230115E21 gene [Source:MGI Symbol;Acc:MGI:3027124]
ENSMUSG00000028044	CDC28 protein kinase 1b [Source:MGI Symbol;Acc:MGI:1889208]
ENSMUSG00000086327	RIKEN cDNA 1700003F17 gene [Source:MGI Symbol;Acc:MGI:1923642]
ENSMUSG00000097849	
ENSMUSG00000055003	leucine-rich repeats and transmembrane domains 2 [Source:MGI Symbol;Acc:MGI:2141485]
ENSMUSG00000062939	signal transducer and activator of transcription 4 [Source:MGI Symbol;Acc:MGI:103062]
ENSMUSG00000012640	zinc finger protein 715 [Source:MGI Symbol;Acc:MGI:1917180]
ENSMUSG00000033373	farnesyltransferase, CAAX box, beta [Source:MGI Symbol;Acc:MGI:1861305]
ENSMUSG00000097659	
ENSMUSG00000034522	zinc finger protein 395 [Source:MGI Symbol;Acc:MGI:2682318]
ENSMUSG00000092510	predicted gene, 18343 [Source:MGI Symbol;Acc:MGI:5010528]
ENSMUSG00000097483	
ENSMUSG00000059244	predicted gene 10062 [Source:MGI Symbol;Acc:MGI:3641967]
ENSMUSG00000070667	ribosomal protein L31, pseudogene 10 [Source:MGI Symbol;Acc:MGI:3650100]
ENSMUSG00000086493	predicted gene 12204 [Source:MGI Symbol;Acc:MGI:3650262]
ENSMUSG00000097033	
ENSMUSG00000074093	small VCP/p97-interacting protein [Source:MGI Symbol;Acc:MGI:1922994]
ENSMUSG00000025575	calcium activated nucleotidase 1 [Source:MGI Symbol;Acc:MGI:1923275]
ENSMUSG00000086845	predicted gene 13010 [Source:MGI Symbol;Acc:MGI:3651180]
ENSMUSG00000090671	predicted gene 5067 [Source:MGI Symbol;Acc:MGI:3644982]
ENSMUSG00000098076	
ENSMUSG00000080941	predicted gene 16056 [Source:MGI Symbol;Acc:MGI:3802028]
ENSMUSG00000084800	predicted gene 12205 [Source:MGI Symbol;Acc:MGI:3650261]
ENSMUSG00000097146	
ENSMUSG00000086914	predicted gene 16124 [Source:MGI Symbol;Acc:MGI:3802001]
ENSMUSG00000018909	arrestin, beta 1 [Source:MGI Symbol;Acc:MGI:99473]
ENSMUSG00000082465	ribosomal protein S6, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3643565]
ENSMUSG00000084141	olfactory receptor 1372, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031206]
ENSMUSG00000075302	glutamate rich 2 [Source:MGI Symbol;Acc:MGI:1913998]
ENSMUSG00000097098	
ENSMUSG00000083175	predicted gene 12206 [Source:MGI Symbol;Acc:MGI:3650472]
ENSMUSG00000087476	RIKEN cDNA 1810058N05 gene [Source:MGI Symbol;Acc:MGI:1917058]
ENSMUSG00000094445	RIKEN cDNA 1700015G11 gene [Source:MGI Symbol;Acc:MGI:1922779]
ENSMUSG00000022529	zinc finger protein 263 [Source:MGI Symbol;Acc:MGI:1921370]
ENSMUSG00000040220	growth arrest specific 8 [Source:MGI Symbol;Acc:MGI:1202386]
ENSMUSG00000074026	predicted pseudogene 6091 [Source:MGI Symbol;Acc:MGI:3648068]
ENSMUSG00000085823	predicted gene 13012 [Source:MGI Symbol;Acc:MGI:3652270]
ENSMUSG00000090074	predicted pseudogene 6921 [Source:MGI Symbol;Acc:MGI:3644183]
ENSMUSG00000096199	peptidyl-tRNA hydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916959]
ENSMUSG00000028876	Eph receptor A10 [Source:MGI Symbol;Acc:MGI:3586824]
ENSMUSG00000054387	transformed mouse 3T3 cell double minute 4 [Source:MGI Symbol;Acc:MGI:107934]
ENSMUSG00000094530	predicted gene, 21399 [Source:MGI Symbol;Acc:MGI:5434754]
ENSMUSG00000031820	BRISC and BRCA1 A complex member 1 [Source:MGI Symbol;Acc:MGI:1915501]
ENSMUSG00000089942	paired-Ig-like receptor A2 [Source:MGI Symbol;Acc:MGI:1195970]
ENSMUSG00000027075	solute carrier family 43, member 1 [Source:MGI Symbol;Acc:MGI:1931352]
ENSMUSG00000092552	predicted gene 4287 [Source:MGI Symbol;Acc:MGI:3782465]
ENSMUSG00000068228	vomeronasal 1 receptor, pseudogene 34 [Source:MGI Symbol;Acc:MGI:2148535]
ENSMUSG00000028792	adenylate kinase 2 [Source:MGI Symbol;Acc:MGI:87978]
ENSMUSG00000045731	prepronociceptin [Source:MGI Symbol;Acc:MGI:105308]
ENSMUSG00000086792	predicted gene 12364 [Source:MGI Symbol;Acc:MGI:3649785]
ENSMUSG00000089781	predicted gene 15756 [Source:MGI Symbol;Acc:MGI:3783199]
ENSMUSG00000063297	leucine zipper protein 2 [Source:MGI Symbol;Acc:MGI:1889615]
ENSMUSG00000097793	
ENSMUSG00000082762	predicted gene 12366 [Source:MGI Symbol;Acc:MGI:3649557]
ENSMUSG00000020299	RIKEN cDNA 4930524B15 gene [Source:MGI Symbol;Acc:MGI:1914842]
ENSMUSG00000057370	ribosomal protein L21, pseudogene 12 [Source:MGI Symbol;Acc:MGI:3648214]
ENSMUSG00000084828	predicted gene 12367 [Source:MGI Symbol;Acc:MGI:3649554]
ENSMUSG00000033578	transmembrane protein 35 [Source:MGI Symbol;Acc:MGI:1914814]
ENSMUSG00000072894	protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3647847]
ENSMUSG00000061118	DnaJ (Hsp40) homolog, subfamily C, member 30 [Source:MGI Symbol;Acc:MGI:1913364]
ENSMUSG00000025077	DNA cross-link repair 1A, PSO2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1930042]
ENSMUSG00000097292	
ENSMUSG00000041396	methyltransferase like 18 [Source:MGI Symbol;Acc:MGI:1917212]
ENSMUSG00000056812	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:106019]
ENSMUSG00000085624	predicted gene 14573 [Source:MGI Symbol;Acc:MGI:3705150]
ENSMUSG00000034714	tweety homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2157091]
ENSMUSG00000097182	
ENSMUSG00000036040	ADAMTS-like 2 [Source:MGI Symbol;Acc:MGI:1925044]
ENSMUSG00000020647	nuclear receptor coactivator 1 [Source:MGI Symbol;Acc:MGI:1276523]
ENSMUSG00000081908	olfactory receptor 1147, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030981]
ENSMUSG00000031665	sal-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1889585]
ENSMUSG00000097582	
ENSMUSG00000043614	vacuolar protein sorting 37D (yeast) [Source:MGI Symbol;Acc:MGI:2159402]
ENSMUSG00000097932	
ENSMUSG00000097346	
ENSMUSG00000032203	phosphatidylinositol glycan anchor biosynthesis, class B [Source:MGI Symbol;Acc:MGI:1891825]
ENSMUSG00000051504	sialic acid binding Ig-like lectin H [Source:MGI Symbol;Acc:MGI:2443256]
ENSMUSG00000097848	
ENSMUSG00000097828	
ENSMUSG00000074343	RIKEN cDNA 1700104A03 gene [Source:MGI Symbol;Acc:MGI:1920817]
ENSMUSG00000071632	RIKEN cDNA 2510002D24 gene [Source:MGI Symbol;Acc:MGI:1919557]
ENSMUSG00000002190	calmegin [Source:MGI Symbol;Acc:MGI:107472]
ENSMUSG00000062933	predicted pseudogene 10123 [Source:MGI Symbol;Acc:MGI:3704342]
ENSMUSG00000023992	triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]
ENSMUSG00000032661	2'-5' oligoadenylate synthetase 3 [Source:MGI Symbol;Acc:MGI:2180850]
ENSMUSG00000020297	neuron specific gene family member 2 [Source:MGI Symbol;Acc:MGI:1202070]
ENSMUSG00000082744	predicted gene 15625 [Source:MGI Symbol;Acc:MGI:3783069]
ENSMUSG00000094790	predicted gene 6625 [Source:MGI Symbol;Acc:MGI:3647663]
ENSMUSG00000079469	phosphatidylinositol glycan anchor biosynthesis, class B [Source:MGI Symbol;Acc:MGI:1891825]
ENSMUSG00000090270	predicted gene 17226 [Source:MGI Symbol;Acc:MGI:4938053]
ENSMUSG00000038816	catenin (cadherin associated protein), alpha-like 1 [Source:MGI Symbol;Acc:MGI:1859649]
ENSMUSG00000087128	predicted gene 12655 [Source:MGI Symbol;Acc:MGI:3651648]
ENSMUSG00000074284	predicted gene 10658 [Source:MGI Symbol;Acc:MGI:3642856]
ENSMUSG00000029097	tRNA methyltransferase 44 [Source:MGI Symbol;Acc:MGI:1926140]
ENSMUSG00000097027	
ENSMUSG00000084786	ubiquitin-like 5 [Source:MGI Symbol;Acc:MGI:1913427]
ENSMUSG00000027288	zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153]
ENSMUSG00000026582	selectin, endothelial cell [Source:MGI Symbol;Acc:MGI:98278]
ENSMUSG00000097544	
ENSMUSG00000067367	Ly1 antibody reactive clone [Source:MGI Symbol;Acc:MGI:107470]
ENSMUSG00000097308	
ENSMUSG00000096938	
ENSMUSG00000050994	androglobin [Source:MGI Symbol;Acc:MGI:3605549]
ENSMUSG00000024424	tetratricopeptide repeat domain 39C [Source:MGI Symbol;Acc:MGI:1919997]
ENSMUSG00000039960	ras homolog gene family, member U [Source:MGI Symbol;Acc:MGI:1916831]
ENSMUSG00000022706	mitochondrial ribosomal protein L40 [Source:MGI Symbol;Acc:MGI:1332635]
ENSMUSG00000025163	CD7 antigen [Source:MGI Symbol;Acc:MGI:88344]
ENSMUSG00000046997	splA/ryanodine receptor domain and SOCS box containing 4 [Source:MGI Symbol;Acc:MGI:2183445]
ENSMUSG00000059043	olfactory receptor 15 [Source:MGI Symbol;Acc:MGI:106182]
ENSMUSG00000068950	olfactory receptor 338 [Source:MGI Symbol;Acc:MGI:3030172]
ENSMUSG00000074417	predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]
ENSMUSG00000039013	sialic acid binding Ig-like lectin 5 [Source:MGI Symbol;Acc:MGI:2681107]
ENSMUSG00000096957	
ENSMUSG00000031262	centromere protein I [Source:MGI Symbol;Acc:MGI:2147897]
ENSMUSG00000054939	zinc finger protein 174 [Source:MGI Symbol;Acc:MGI:2686600]
ENSMUSG00000094464	olfactory receptor 339 [Source:MGI Symbol;Acc:MGI:3030173]
ENSMUSG00000097230	
ENSMUSG00000046295	ankyrin repeat and LEM domain containing 1 [Source:MGI Symbol;Acc:MGI:1918775]
ENSMUSG00000097263	
ENSMUSG00000094266	olfactory receptor 340 [Source:MGI Symbol;Acc:MGI:3030174]
ENSMUSG00000030427	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [Source:MGI Symbol;Acc:MGI:1195969]
ENSMUSG00000043940	WD repeat and FYVE domain containing 3 [Source:MGI Symbol;Acc:MGI:1096875]
ENSMUSG00000095066	defensin, alpha, 20 [Source:MGI Symbol;Acc:MGI:1915259]
ENSMUSG00000097042	
ENSMUSG00000086266	insulin-like growth factor 2, antisense [Source:MGI Symbol;Acc:MGI:1195257]
ENSMUSG00000001039	B9 protein domain 1 [Source:MGI Symbol;Acc:MGI:1351471]
ENSMUSG00000075387	olfactory receptor 341 [Source:MGI Symbol;Acc:MGI:3030175]
ENSMUSG00000050810	oogenesin 3 [Source:MGI Symbol;Acc:MGI:2684047]
ENSMUSG00000097839	
ENSMUSG00000082726	predicted gene 11424 [Source:MGI Symbol;Acc:MGI:3651336]
ENSMUSG00000097654	
ENSMUSG00000020279	interleukin 9 receptor [Source:MGI Symbol;Acc:MGI:96564]
ENSMUSG00000061305	olfactory receptor 342 [Source:MGI Symbol;Acc:MGI:3030176]
ENSMUSG00000087179	predicted gene 14230 [Source:MGI Symbol;Acc:MGI:3652157]
ENSMUSG00000078192	predicted pseudogene 7290 [Source:MGI Symbol;Acc:MGI:3646633]
ENSMUSG00000028262	chloride channel calcium activated 2 [Source:MGI Symbol;Acc:MGI:1931471]
ENSMUSG00000097262	
ENSMUSG00000052281	predicted gene 15024 [Source:MGI Symbol;Acc:MGI:3705185]
ENSMUSG00000086728	RIKEN cDNA 2410133F24 gene [Source:MGI Symbol;Acc:MGI:1924044]
ENSMUSG00000039789	zinc finger protein 597 [Source:MGI Symbol;Acc:MGI:1918313]
ENSMUSG00000090564	RIKEN cDNA A430057M04 gene [Source:MGI Symbol;Acc:MGI:2442125]
ENSMUSG00000096822	olfactory receptor 344 [Source:MGI Symbol;Acc:MGI:3030178]
ENSMUSG00000097928	
ENSMUSG00000083359	predicted gene 12656 [Source:MGI Symbol;Acc:MGI:3651715]
ENSMUSG00000063314	predicted gene 12657 [Source:MGI Symbol;Acc:MGI:3651714]
ENSMUSG00000022370	mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218]
ENSMUSG00000097257	
ENSMUSG00000059277	expressed sequence R74862 [Source:MGI Symbol;Acc:MGI:2142382]
ENSMUSG00000059251	olfactory receptor 345 [Source:MGI Symbol;Acc:MGI:3030179]
ENSMUSG00000083179	predicted gene 12693 [Source:MGI Symbol;Acc:MGI:3650224]
ENSMUSG00000097357	
ENSMUSG00000086251	predicted gene 12694 [Source:MGI Symbol;Acc:MGI:3651291]
ENSMUSG00000028454	phosphatidylinositol glycan anchor biosynthesis, class O [Source:MGI Symbol;Acc:MGI:1861452]
ENSMUSG00000097474	
ENSMUSG00000081970	predicted gene 16057 [Source:MGI Symbol;Acc:MGI:3802027]
ENSMUSG00000094818	predicted gene 15308 [Source:MGI Symbol;Acc:MGI:3709042]
ENSMUSG00000035351	nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964]
ENSMUSG00000082561	predicted gene 15580 [Source:MGI Symbol;Acc:MGI:3783028]
ENSMUSG00000086505	predicted gene 16058 [Source:MGI Symbol;Acc:MGI:3802026]
ENSMUSG00000046691	CTF8, chromosome transmission fidelity factor 8 [Source:MGI Symbol;Acc:MGI:2443370]
ENSMUSG00000025078	NHL repeat containing 2 [Source:MGI Symbol;Acc:MGI:1914116]
ENSMUSG00000005373	MLX interacting protein-like [Source:MGI Symbol;Acc:MGI:1927999]
ENSMUSG00000086828	predicted gene 15579 [Source:MGI Symbol;Acc:MGI:3783027]
ENSMUSG00000097491	
ENSMUSG00000074623	predicted gene 826 [Source:MGI Symbol;Acc:MGI:2685672]
ENSMUSG00000017446	C1q and tumor necrosis factor related protein 1 [Source:MGI Symbol;Acc:MGI:1919254]
ENSMUSG00000023993	triggering receptor expressed on myeloid cells-like 1 [Source:MGI Symbol;Acc:MGI:1918576]
ENSMUSG00000020758	integrin beta 4 [Source:MGI Symbol;Acc:MGI:96613]
ENSMUSG00000085745	predicted gene 14372 [Source:MGI Symbol;Acc:MGI:3649263]
ENSMUSG00000085741	RIKEN cDNA 5430405H02 gene [Source:MGI Symbol;Acc:MGI:1921737]
ENSMUSG00000010529	predicted gene 266 [Source:MGI Symbol;Acc:MGI:2685112]
ENSMUSG00000089975	predicted gene 7420 [Source:MGI Symbol;Acc:MGI:3647909]
ENSMUSG00000097534	
ENSMUSG00000078182	predicted gene 6083 [Source:MGI Symbol;Acc:MGI:3779550]
ENSMUSG00000032449	solute carrier family 25, member 36 [Source:MGI Symbol;Acc:MGI:1924909]
ENSMUSG00000085099	predicted gene 16288 [Source:MGI Symbol;Acc:MGI:3826608]
ENSMUSG00000053214	predicted gene 9899 [Source:MGI Symbol;Acc:MGI:3708711]
ENSMUSG00000087258	predicted gene 15461 [Source:MGI Symbol;Acc:MGI:3705274]
ENSMUSG00000059827	predicted gene 5670 [Source:MGI Symbol;Acc:MGI:3647128]
ENSMUSG00000085228	predicted gene 14376 [Source:MGI Symbol;Acc:MGI:3651797]
ENSMUSG00000068680	predicted gene 10248 [Source:MGI Symbol;Acc:MGI:3641931]
ENSMUSG00000097922	
ENSMUSG00000073778	predicted gene 10574 [Source:MGI Symbol;Acc:MGI:3642460]
ENSMUSG00000022702	histone cell cycle regulation defective homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:99430]
ENSMUSG00000006638	abhydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1931013]
ENSMUSG00000069962	predicted pseudogene 5356 [Source:MGI Symbol;Acc:MGI:3643649]
ENSMUSG00000021282	eukaryotic translation initiation factor 5 [Source:MGI Symbol;Acc:MGI:95309]
ENSMUSG00000097910	
ENSMUSG00000084804	RIKEN cDNA 1700095J12 gene [Source:MGI Symbol;Acc:MGI:1920813]
ENSMUSG00000071567	RIKEN cDNA A830039N20 gene [Source:MGI Symbol;Acc:MGI:2445176]
ENSMUSG00000066030	oogenesin 2 [Source:MGI Symbol;Acc:MGI:2684035]
ENSMUSG00000065956	predicted gene 14850 [Source:MGI Symbol;Acc:MGI:3705236]
ENSMUSG00000096917	
ENSMUSG00000097695	
ENSMUSG00000019478	RAB4A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105069]
ENSMUSG00000026581	selectin, lymphocyte [Source:MGI Symbol;Acc:MGI:98279]
ENSMUSG00000090381	predicted gene 6158 [Source:MGI Symbol;Acc:MGI:3779562]
ENSMUSG00000097609	
ENSMUSG00000091079	predicted gene 17105 [Source:MGI Symbol;Acc:MGI:4937932]
ENSMUSG00000038569	RAD9 homolog B [Source:MGI Symbol;Acc:MGI:2385231]
ENSMUSG00000024773	autophagy related 2A [Source:MGI Symbol;Acc:MGI:1916291]
ENSMUSG00000097844	
ENSMUSG00000027398	interleukin 1 beta [Source:MGI Symbol;Acc:MGI:96543]
ENSMUSG00000048628	RIKEN cDNA 4930542C16 gene [Source:MGI Symbol;Acc:MGI:1922413]
ENSMUSG00000043668	TOX high mobility group box family member 3 [Source:MGI Symbol;Acc:MGI:3039593]
ENSMUSG00000086920	predicted gene 12207 [Source:MGI Symbol;Acc:MGI:3702399]
ENSMUSG00000097472	
ENSMUSG00000094764	olfactory receptor 346 [Source:MGI Symbol;Acc:MGI:3030180]
ENSMUSG00000015749	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:MGI Symbol;Acc:MGI:1913721]
ENSMUSG00000005982	N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:MGI Symbol;Acc:MGI:1922013]
ENSMUSG00000086395	RIKEN cDNA A630014C17 gene [Source:MGI Symbol;Acc:MGI:3026989]
ENSMUSG00000097000	
ENSMUSG00000051278	RIKEN cDNA 4930422G04 gene [Source:MGI Symbol;Acc:MGI:1918893]
ENSMUSG00000031286	glycosyltransferase 28 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443773]
